"id","team","wiki","region","country","track","kind","section","application","isRemote","year"
612,"Alberta","https://2011.igem.org/Team:Alberta","north-america","CAN","Food & Energy","collegiate","collegiate","accepted",false,2011
538,"Amsterdam","https://2011.igem.org/Team:Amsterdam","europe","NLD","Foundational Advance","collegiate","collegiate","accepted",false,2011
578,"Arizona_State","https://2011.igem.org/Team:Arizona_State","north-america","USA","New Application","collegiate","collegiate","accepted",false,2011
645,"ArtScienceBangalore","https://2011.igem.org/Team:ArtScienceBangalore","asia","IND","Environment","collegiate","collegiate","accepted",false,2011
665,"Baltimore","https://2011.igem.org/Team:Baltimore","north-america","USA","New Application","collegiate","collegiate","accepted",false,2011
595,"Bard-Annandale","https://2011.igem.org/Team:Bard-Annandale","north-america","USA","Information Processing","collegiate","collegiate","accepted",false,2011
589,"BCCS-Bristol","https://2011.igem.org/Team:BCCS-Bristol","europe","GBR","Software Tools","collegiate","collegiate","withdrawn",false,2011
641,"Berkeley","https://2011.igem.org/Team:Berkeley","north-america","USA","New Application","collegiate","collegiate","accepted",false,2011
525,"Bielefeld-Germany","https://2011.igem.org/Team:Bielefeld-Germany","europe","DEU","Manufacturing","collegiate","collegiate","accepted",false,2011
596,"Bilkent_UNAM_Turkey","https://2011.igem.org/Team:Bilkent_UNAM_Turkey","asia","TUR","Environment","collegiate","collegiate","accepted",false,2011
517,"British_Columbia","https://2011.igem.org/Team:British_Columbia","north-america","CAN","Manufacturing","collegiate","collegiate","accepted",false,2011
656,"Brown-Stanford","https://2011.igem.org/Team:Brown-Stanford","north-america","USA","New Application","collegiate","collegiate","accepted",false,2011
577,"BU_Wellesley_Software","https://2011.igem.org/Team:BU_Wellesley_Software","north-america","USA","Software Tools","collegiate","collegiate","accepted",false,2011
619,"BYU_Provo","https://2011.igem.org/Team:BYU_Provo","north-america","USA","Information Processing","collegiate","collegiate","accepted",false,2011
640,"Calgary","https://2011.igem.org/Team:Calgary","north-america","CAN","Environment","collegiate","collegiate","accepted",false,2011
620,"Caltech","https://2011.igem.org/Team:Caltech","north-america","USA","Environment","collegiate","collegiate","accepted",false,2011
638,"Cambridge","https://2011.igem.org/Team:Cambridge","europe","GBR","Foundational Advance","collegiate","collegiate","accepted",false,2011
605,"CBNU-Korea","https://2011.igem.org/Team:CBNU-Korea","asia","KOR","Software Tools","collegiate","collegiate","accepted",false,2011
669,"Colombia","https://2011.igem.org/Team:Colombia","latin-america","COL","Environment","collegiate","collegiate","accepted",false,2011
643,"Columbia-Cooper","https://2011.igem.org/Team:Columbia-Cooper","north-america","USA","Manufacturing","collegiate","collegiate","accepted",false,2011
534,"CongoDRC-Bel_Campus","https://2011.igem.org/Team:CongoDRC-Bel_Campus","africa","COD",,"collegiate","collegiate","withdrawn",false,2011
527,"Copenhagen","https://2011.igem.org/Team:Copenhagen","europe","DNK","Manufacturing","collegiate","collegiate","accepted",false,2011
597,"Cornell","https://2011.igem.org/Team:Cornell","north-america","USA","Manufacturing","collegiate","collegiate","accepted",false,2011
662,"CTGU-Yichang","https://2011.igem.org/Team:CTGU-Yichang","asia","CHN",,"collegiate","collegiate","withdrawn",false,2011
626,"Debrecen_Hungary","https://2011.igem.org/Team:Debrecen_Hungary","europe","HUN","Food & Energy","collegiate","collegiate","accepted",false,2011
564,"DTU-Denmark","https://2011.igem.org/Team:DTU-Denmark","europe","DNK","Foundational Advance","collegiate","collegiate","accepted",false,2011
678,"DTU-Denmark-2","https://2011.igem.org/Team:DTU-Denmark-2","europe","DNK","Foundational Advance","collegiate","collegiate","accepted",false,2011
655,"Duke","https://2011.igem.org/Team:Duke","north-america","USA","New Application","collegiate","collegiate","accepted",false,2011
562,"Dundee","https://2011.igem.org/Team:Dundee","europe","GBR","Foundational Advance","collegiate","collegiate","accepted",false,2011
